SpectralCentroid,SpectralBandwidth,SpectralRolloff,ZeroCrossingRate,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,LPC,SpectralContrast,ChromaSTFT,Tempo
1514.7184714994105,1607.767256831203,2889.8689516129034,0.13844191028225805,-405.125,106.64535,-15.723504,-12.3461075,-21.321703,-9.767604,-24.856995,-21.884779,-21.102243,-14.973258,-11.090106,-14.667768,-19.044512,0.5570238,19.03285624410706,0.4890954,125.0
1805.3854148299208,1647.305564282897,3419.984879032258,0.1393097908266129,-472.73343,95.552284,-21.31313,-15.627202,-30.301039,2.6657176,-28.707369,-16.01736,-16.831728,-15.998264,-17.009111,-7.934059,-15.0674,1.0305653,19.81580027665093,0.46344092,133.92857142857142
1469.0051293132617,1576.205649529367,3123.7399193548385,0.06929813508064517,-425.47656,71.27885,-17.349257,55.734383,-7.98991,-8.858171,-27.004183,-24.237587,-18.53101,-36.740604,-10.199091,-32.1502,-21.756779,1.1324769,24.522322441206462,0.23390089,144.23076923076923
2399.871012996611,1875.4824630493108,4467.214373464373,0.254423324247543,-498.3391,62.659203,-4.1755424,6.839748,-13.3960905,-11.547523,-16.01908,-18.7284,-13.472634,-12.988351,-15.315447,-11.911152,-12.951546,0.40147597,17.997519412728902,0.5662445,170.45454545454547
2150.147590153492,1812.7017284766812,4068.4931506849316,0.2053991866438356,-462.97372,66.87652,-7.791079,8.258422,-10.6711855,-11.71401,-10.460637,-20.57348,-10.989381,-15.255304,-10.655833,-7.755229,-11.287907,0.8596197,18.928784510680146,0.51201487,93.75
1884.021110881104,1715.712409796114,3678.61328125,0.181219482421875,-439.2914,84.288246,-10.123405,7.8139772,-17.048092,-14.659116,-12.805542,-24.9286,-14.260763,-15.412989,-15.034546,-10.2110195,-12.960286,0.8709928,19.376697059517458,0.490229,170.45454545454547
1816.0102858455043,1740.0574173420177,3633.7890625,0.15228271484375,-456.49023,89.71839,-9.582999,8.892414,-14.382658,-14.75117,-14.646663,-24.544563,-13.754101,-17.881683,-17.54167,-13.162962,-16.804165,0.96650916,18.68322929079228,0.5182565,89.28571428571429
2260.6427720356173,1812.4548483227004,4254.03559602649,0.19568436982615894,-481.6105,72.92108,-1.713927,1.1122061,-20.25042,-9.86083,-13.448611,-19.540445,-15.248677,-13.446296,-14.332707,-11.626515,-15.816681,0.45350236,19.042899501957006,0.48738405,93.75
1137.6070191476874,1253.3375511981906,1753.2467532467533,0.13266347909902598,-344.3013,144.25905,-9.665543,-27.17276,-31.062677,-14.469037,-18.144386,-5.000536,-26.176855,-14.041721,-17.895288,-10.754143,-25.505407,0.64478314,20.012583433774086,0.5248393,110.29411764705883
1557.0756657222735,1530.5724464451368,2726.814516129032,0.17408644153225805,-342.23532,105.33672,-28.59465,-16.183256,-16.834322,-15.859071,-40.101543,-18.063961,-7.9056673,-14.622158,-26.193834,-12.366901,-19.753428,0.6573769,20.86232882038173,0.48042667,156.25
1734.487245263061,1707.8208382622117,3466.9971955128203,0.15782752403846154,-403.51974,94.78414,-10.764709,0.7585748,-17.403543,-10.853586,-23.64027,-19.351732,-16.781757,-12.098481,-16.874609,-17.839857,-16.960262,0.52024835,18.70999611620071,0.5415943,117.1875
1980.0800111918234,1691.4288571951085,3642.172523961661,0.180876223043131,-418.68073,80.521194,-29.486084,-21.118414,-28.035093,-11.762749,-21.459408,-22.220055,-18.164953,-1.8754945,-9.7663765,-11.774526,-27.213627,0.6688212,19.96769267015137,0.4949833,125.0
1376.655937546093,1345.0584822337335,2601.161858974359,0.09652318709935898,-357.0667,104.23508,-42.9163,24.590673,-11.386071,-28.691332,-30.051544,-38.369083,-10.44574,-37.464542,-17.042717,-4.830527,-39.16459,1.1080306,24.565321278062314,0.3107956,125.0
2570.006724163898,2032.5582278431273,5026.10844017094,0.24167835202991453,-576.77136,50.432034,-11.181538,1.9477749,-10.0677185,-11.438268,-13.171645,-17.426607,-13.409169,-9.454464,-9.3530855,-6.0488715,-12.580735,1.1466397,16.862812305742352,0.5444065,98.6842105263158
2199.9342433714587,1815.5163642442544,4214.6577380952385,0.20819382440476192,-540.2382,66.53428,-22.570814,0.5849142,-17.351665,-18.640352,-14.847912,-21.37719,-16.199171,-9.247882,-14.604767,-5.107967,-14.32073,0.88865536,17.870416763239437,0.48013988,125.0
2405.809801424351,1954.2968641410077,4734.580592105263,0.21925113075657895,-554.65607,57.87666,-21.169321,-1.6188179,-13.339457,-14.52027,-18.91023,-22.138916,-14.693801,-10.958463,-12.4703,-5.4280877,-15.247371,0.70936763,17.036994228149727,0.4994292,187.5
2466.8020710253713,1918.5655143706808,4569.458674863388,0.24022637038934427,-557.70215,56.122623,-12.530708,-6.080013,-22.305958,-15.210288,-16.156603,-15.633664,-14.116275,-13.604008,-11.8641,-6.642964,-13.382295,0.53011024,17.707213998128626,0.5145297,156.25
1287.8392776608994,1346.6196634695139,2175.4351265822784,0.13054415545886075,-476.92313,128.53252,-14.839074,-23.666758,-43.06226,-29.537146,-7.6796827,-8.988368,-22.59252,-12.181978,-10.108673,-1.874996,-12.122471,0.6810524,18.716473419815188,0.48823276,104.16666666666667
1989.5805831804184,1667.644063626149,3615.246815286624,0.21145377189490447,-486.59296,76.23878,-22.808586,4.731455,-20.28831,-21.001688,-25.803041,-18.938675,-10.650094,-11.00393,-10.517875,-7.310977,-15.343454,0.5133318,18.320973119375243,0.44297087,104.16666666666667
1872.0864059497178,1607.8679095085365,3338.8421474358975,0.17711619841746795,-522.4353,91.2415,-27.413536,-21.125412,-29.580606,-18.303682,-11.150759,-16.516026,-14.772807,-0.23185985,-8.818166,-8.397149,-18.63106,0.7750779,18.861493538401877,0.46995687,117.1875
1582.762408109615,1826.599496442491,3405.4435483870966,0.0917937247983871,-547.2409,71.27072,6.4952254,38.62061,-3.9957983,-26.756912,-12.290386,-21.672005,-24.947903,-23.15951,-15.68134,-16.665342,-23.29613,0.4787169,20.697409900148166,0.3036633,125.0
2476.0950619086702,1899.669599963748,4700.250771604939,0.25246431327160496,-544.32324,50.36009,-12.915367,13.924961,-17.103628,-14.232275,-21.371557,-21.497398,-13.510843,-11.676264,-16.735975,-8.6485615,-13.994355,0.7298241,18.29491695239669,0.5069582,110.29411764705883
2823.8165510754166,2018.4944377400218,5163.000606796117,0.2959648058252427,-586.94257,38.850464,-5.1081715,6.748121,-10.658273,-8.556769,-14.945768,-16.594149,-11.487704,-10.543455,-11.568846,-3.8236496,-8.899061,0.584729,17.122035803040145,0.6146702,125.0
2265.6754275296516,1843.9468378775346,4406.833022388059,0.21251894822761194,-531.0176,63.45227,-15.807171,7.993203,-16.739561,-12.33663,-14.187575,-25.782198,-13.322418,-12.144642,-14.379894,-3.1504238,-11.336825,1.0674571,18.98456395577986,0.48749334,125.0
2300.2589925523707,1898.7647459334314,4587.890625,0.2248806423611111,-541.4335,62.84804,-15.019858,10.913845,-15.113395,-12.704464,-18.242046,-24.125483,-15.912231,-11.421376,-17.497078,-6.871509,-12.068234,0.96439016,18.320780722567434,0.51766497,144.23076923076923
2566.7282779407765,1930.5486632763182,4823.31332781457,0.26429920322847683,-563.2859,50.356117,-8.176039,-2.6594877,-25.96716,-12.062556,-14.359893,-17.51149,-15.928695,-10.153636,-13.187703,-5.713927,-12.717529,0.48759165,18.151659800790938,0.5366417,125.0
1594.0458054293401,1691.3170193379854,3208.250398089172,0.19349621815286625,-516.26044,100.389915,2.325673,-7.2828593,-33.684578,-14.388824,-13.897947,-18.051306,-23.012465,-10.134393,-12.429695,-5.6959996,-18.225132,0.5956347,17.902145088044485,0.48456588,208.33333333333334
2013.291447429954,1774.8165879597575,3930.0403225806454,0.23288810483870967,-468.48276,76.3068,-17.652592,-2.4792275,-26.298582,-6.5447493,-26.253254,-15.65576,-13.642617,-8.357948,-12.256721,-15.1709175,-19.637655,0.6390112,18.312705456986723,0.510179,133.92857142857142
2331.0385124072995,1864.9613487992303,4722.568327974276,0.20741904893488747,-514.1242,53.930317,-30.3827,-19.137644,-43.86973,1.6402743,-14.250845,-7.251176,-18.365896,-0.3784944,-5.2694106,-14.730049,-19.694948,0.9911646,19.829904219795694,0.4176068,125.0
1652.2686957268945,1647.095096151159,3441.985887096774,0.09747668850806451,-535.15485,55.238583,-13.340013,53.174484,-10.667374,-21.076448,-12.567016,-27.128515,-21.872618,-30.687504,-23.171265,-8.897184,-31.701845,0.7358163,22.86216312392933,0.2823929,125.0
2236.370098686067,1839.846550511549,4255.048372235872,0.22417867974508598,-520.7304,60.089535,-6.1742887,13.751039,-15.590411,-12.185837,-20.829012,-19.985302,-15.453197,-19.627821,-18.013878,-13.5629425,-14.731236,0.3943586,18.070860646524547,0.49163643,104.16666666666667
2649.3905943111117,2084.5344092250916,5169.2036290322585,0.2576045866935484,-596.7655,47.45033,2.4602938,10.276646,-8.324013,-8.462528,-12.866371,-14.774883,-13.363573,-12.826952,-11.37975,-9.463421,-11.192165,0.8981538,16.624016182427194,0.594767,144.23076923076923
2140.007904510496,1885.0522941067104,4260.779272151899,0.20065887064873417,-542.7675,68.48754,-0.7764288,14.391221,-13.308277,-10.876308,-15.052288,-21.499561,-15.009004,-17.805534,-14.570186,-11.044977,-13.475918,0.78913325,17.489211220313834,0.5171992,117.1875
2607.3708790094042,1931.5682782014726,4784.167325949367,0.2618639982199367,-556.9654,52.936043,-1.6875978,4.994447,-17.464865,-8.592739,-15.634417,-17.684113,-14.937116,-15.2578,-12.837734,-10.217948,-14.357865,0.37490284,17.400196217525973,0.57764316,133.92857142857142
1473.480504284999,1550.804486120172,2797.9334677419356,0.16460433467741936,-465.24023,111.80335,-7.7589717,-5.784072,-29.006458,-3.339817,-13.047375,-18.52119,-24.004398,-11.94287,-10.083266,-11.752237,-18.095036,0.75624543,17.85641622861202,0.58130383,187.5
1914.2467562588645,1801.9519503301356,3831.451612903226,0.2332094254032258,-486.04547,83.6394,-12.556693,-11.847321,-17.735023,2.991372,-32.20877,-25.60118,-17.083359,-14.821779,-3.8088725,-22.944578,-14.85115,0.5600075,17.5232464327207,0.5269575,110.29411764705883
1854.3410740923923,1677.4577861722328,3511.7815514469453,0.16291480355707397,-493.6498,88.8196,-15.586338,-12.857579,-35.43393,-13.245095,-10.8320675,-22.061766,-20.548985,-12.90291,-2.9141645,-14.060729,-17.813873,0.7947927,20.35871460325008,0.46079034,125.0
1419.6240874403334,1638.4952412760072,2923.0692675159235,0.06359785529458599,-498.7908,73.116844,0.8081739,49.93747,-4.061686,-19.398355,-1.1151068,-25.676083,-20.812077,-28.22739,-22.78676,-22.421972,-27.69307,0.7029421,22.993374492991297,0.25771967,156.25
2137.769574430856,1856.450981913334,4308.219441031941,0.18524454852579852,-478.64005,70.540054,-13.69787,9.473986,-14.874388,-12.573336,-16.721327,-20.217152,-12.921912,-13.043561,-13.930508,-13.786133,-13.055568,0.49180868,17.980699358281136,0.5081978,125.0
2175.1727278812305,1789.4600075451815,4187.121975806452,0.1742219002016129,-443.49927,57.469406,-9.476249,10.59991,-12.12774,-13.81538,-10.283645,-21.573803,-10.676917,-14.88944,-13.293642,-4.202244,-11.375868,0.8134947,18.384352803469586,0.486656,144.23076923076923
2087.1358713124396,1843.1440472215786,4235.288149350649,0.17418323863636365,-476.24045,67.28901,-8.948174,4.728787,-13.4946165,-15.48045,-12.061243,-21.808092,-11.936245,-13.382374,-12.015072,-5.826659,-9.60237,0.8414033,17.925661892112764,0.48225626,170.45454545454547
1973.7272778733036,1776.0923822948232,3922.759433962264,0.16642099056603774,-444.2008,80.38246,-18.013998,8.531002,-16.493279,-15.706404,-19.048075,-28.705038,-14.504744,-18.134562,-14.413442,-7.7749963,-11.92088,0.8356323,18.27174197402751,0.4934608,125.0
2397.9804059901903,1846.3757656075134,4488.412332214765,0.2276111577181208,-472.62033,59.084953,-9.024857,-0.74212587,-22.013914,-16.13833,-11.935277,-18.050476,-10.940677,-10.8375635,-8.396724,-9.007274,-7.602136,0.38342416,18.943291475275984,0.46885872,133.92857142857142
1202.463106209752,1193.9747106581854,1976.8668831168832,0.1176948051948052,-324.9481,142.22166,-30.610289,-19.30442,-53.356926,-27.601065,-6.332284,-17.721506,-23.831614,-21.043592,-3.8432229,-9.729755,-17.832016,0.9116097,20.247374916773037,0.4259138,133.92857142857142
1502.338048622391,1387.987174023731,2743.3467741935483,0.16352381552419354,-311.26758,112.90295,-51.23628,-1.4291734,-22.417118,-18.234373,-48.70178,-33.75506,1.6747533,-20.466599,-11.907329,-7.782901,-25.80509,1.0100104,20.3191085851899,0.48112622,98.6842105263158
1650.779403556962,1586.2536254735853,3181.290064102564,0.14993677383814102,-341.57562,99.45848,-22.053629,9.28205,-19.801756,-18.115265,-36.872356,-23.304134,-13.112483,-18.74867,-8.416503,-15.897863,-19.383066,0.42296806,19.328658984540066,0.49297953,156.25
1819.5757905699454,1559.381635773756,3552.466054313099,0.14395716853035143,-414.12643,89.83748,-52.658047,-9.659552,-28.1086,-14.12385,-4.6303144,-21.364191,-6.8537745,-2.2322586,-4.773403,-17.485325,-22.775114,1.1985939,20.591009353849792,0.42251623,125.0
1458.9560850777673,1401.810749551572,2988.9616935483873,0.06808215725806452,-345.34207,93.38642,-39.930386,68.99246,-12.357748,-38.09713,-5.1381125,-44.858784,-9.714024,-33.55784,-36.89901,-4.859594,-42.14103,1.1387789,23.886712259481374,0.2708871,125.0
2284.101761730473,1832.7677755365382,4261.507081280788,0.2347670681958128,-554.334,55.789536,-9.386162,11.003262,-16.23012,-17.985474,-18.617794,-19.017195,-17.376026,-12.676457,-18.206882,-15.060389,-13.892117,0.61460966,17.94915562336828,0.47450304,156.25
2818.261303353038,2069.1879457589707,5253.774578651685,0.2923433110955056,-609.31024,44.823757,-4.334073,1.9445989,-11.990179,-12.193196,-14.756367,-14.192452,-17.509998,-9.620747,-11.328039,-10.302988,-9.820565,0.64454895,15.836658246688229,0.61294395,125.0
2844.526022097592,1942.079819984725,5059.543918918919,0.30209103146114863,-570.5586,42.820827,-11.5723095,-2.9528291,-20.654888,-12.192183,-14.317697,-15.067191,-15.525838,-9.091099,-10.815704,-10.3650675,-11.050578,0.50419116,17.148710927316614,0.5766157,144.23076923076923
1508.2057043918987,1542.2726308334368,2905.796370967742,0.17072832661290321,-492.35046,107.53916,-18.239706,-13.764126,-33.75225,-16.085588,-10.223052,-22.965445,-31.021606,-9.337042,-4.282158,-13.089458,-17.473295,0.706366,18.470518676563522,0.45235252,156.25
1923.218424123883,1710.115633817204,3589.1927083333335,0.23992137419871795,-492.26297,80.36787,-34.34707,-4.289992,-4.4903793,-26.223028,-33.744377,-15.012691,-8.583355,-10.910342,-17.719624,-15.864531,-7.554901,0.582871,17.49455295305937,0.5252958,125.0
1875.646018331813,1746.9877361730312,3626.3435509554142,0.21009156050955413,-507.06015,82.74225,-18.618279,-4.025509,-20.896347,-18.496883,-24.345644,-20.529352,-15.122489,-4.410997,-9.788684,-19.59458,-16.718328,0.6002039,17.002805154860056,0.5459205,104.16666666666667
2137.3895361046766,1606.077600136929,3610.5980431309904,0.22414137380191693,-538.7281,81.89086,-37.643505,-25.722597,-19.924559,-14.377193,-9.926322,-11.594256,-15.66618,-4.915865,-6.9354844,-15.800351,-20.809052,0.79066694,18.874776727260098,0.52958125,133.92857142857142
1165.4893794902082,1400.2279776878026,2325.8568548387098,0.0718686995967742,-522.25476,84.07134,-19.472923,30.972965,4.937236,-35.894146,-23.989592,-24.373642,-30.839926,-18.167824,-27.940462,-23.899471,-10.004185,0.6652898,22.7247004553684,0.24500085,144.23076923076923
1950.4851758623183,1928.9860945804614,4074.9614197530864,0.13092809606481481,-330.72458,72.24777,-1.8745044,5.5967817,-11.624527,-17.50575,-23.439167,-21.291615,-21.831795,-17.1798,-18.937963,-14.102621,-21.262592,0.37661204,20.001869013868777,0.35808462,144.23076923076923
1928.8352385116073,2032.858132341215,4310.671542553191,0.11813289561170212,-436.46292,76.82298,5.4035196,4.863123,-3.919051,-13.602717,-16.735313,-16.045464,-15.12935,-11.45566,-14.591786,-11.874889,-15.653428,0.5212798,18.404700424700412,0.43217096,156.25
1898.6792511325239,1975.1741845661745,4128.627232142857,0.11281622023809523,-390.75543,74.88261,2.9959292,8.75815,-8.30469,-14.045115,-10.48336,-22.028065,-17.942072,-15.213626,-18.307163,-14.026304,-15.274056,0.61560595,19.764686395344985,0.35821626,133.92857142857142
2184.5081937579707,2000.2130801013432,4480.638586956522,0.1665384043817935,-399.81595,68.21628,2.4303017,-1.842915,-12.070157,-12.377383,-14.7849865,-13.268891,-17.07181,-12.532288,-15.393869,-13.296102,-18.167099,0.35444427,19.349952331784966,0.43423113,117.1875
1248.830563100697,1482.2215166150336,1813.7600806451612,0.08680065524193549,-264.1957,124.80941,-0.3499912,-41.599224,-51.23042,-25.85351,3.2913501,-11.9376545,-26.773293,-7.573907,-23.000973,-15.339339,-19.455935,0.5013806,22.47929716555496,0.52966624,117.1875
1594.0793703397053,1773.8375645236092,3148.538961038961,0.10269442471590909,-280.73352,103.29376,-17.323286,-37.88932,-13.089793,-4.246847,-24.757158,-23.4896,-14.30435,-18.937513,5.7983103,-24.713627,-33.421146,0.4551123,21.79305716888492,0.4410388,125.0
1812.3684038101549,1859.6256286221742,3513.922275641026,0.1279140374599359,-322.33862,95.35094,-0.4388919,-23.840673,-19.363329,-8.795748,-17.111221,-17.496092,-17.100954,-9.526943,-6.6899657,-21.399881,-24.656258,0.38322952,19.484037553579004,0.5160622,170.45454545454547
